image_id,B1_cc,M1_cc,delta_cc,B1_sim,M1_sim,delta_sim,B1_kld,M1_kld,delta_kld
COCO_val2014_000000019176,0.9005511999130249,0.8598480820655823,-0.04070311784744263,0.7906519174575806,0.7681589126586914,-0.02249300479888916,0.16587607562541962,0.1583809107542038,-0.00749516487121582
COCO_val2014_000000019292,0.9027060270309448,0.8880735635757446,-0.014632463455200195,0.7667640447616577,0.7284823060035706,-0.03828173875808716,0.2358655333518982,0.3245784044265747,0.08871287107467651
COCO_val2014_000000019523,0.7974019050598145,0.8231187462806702,0.025716841220855713,0.7321106195449829,0.7428039908409119,0.010693371295928955,0.21479561924934387,0.18610897660255432,-0.02868664264678955
COCO_val2014_000000019624,0.7241199612617493,0.7946839332580566,0.07056397199630737,0.7512661218643188,0.7769433259963989,0.025677204132080078,0.19825288653373718,0.16242600977420807,-0.035826876759529114
COCO_val2014_000000019631,0.8889279365539551,0.8952941298484802,0.0063661932945251465,0.8071566820144653,0.7848634719848633,-0.02229321002960205,0.11393816769123077,0.15940417349338531,0.04546600580215454
COCO_val2014_000000019763,0.752876877784729,0.7956850528717041,0.0428081750869751,0.7672961950302124,0.7680597305297852,0.0007635354995727539,0.19267481565475464,0.17763423919677734,-0.015040576457977295
COCO_val2014_000000020038,0.8025572299957275,0.7637979984283447,-0.03875923156738281,0.7750198841094971,0.7606789469718933,-0.01434093713760376,0.16647398471832275,0.20315110683441162,0.03667712211608887
COCO_val2014_000000020268,0.8038291931152344,0.8428913354873657,0.03906214237213135,0.689071536064148,0.699588418006897,0.010516881942749023,0.2998948097229004,0.2831819951534271,-0.016712814569473267
COCO_val2014_000000020334,0.8623132705688477,0.8513460159301758,-0.010967254638671875,0.713651180267334,0.7036838531494141,-0.009967327117919922,0.2724578380584717,0.28631746768951416,0.01385962963104248
COCO_val2014_000000020410,0.6623674035072327,0.6062296032905579,-0.056137800216674805,0.717039942741394,0.6863415241241455,-0.030698418617248535,0.32760679721832275,0.36471983790397644,0.037113040685653687
COCO_val2014_000000020485,0.8690121173858643,0.8840781450271606,0.015066027641296387,0.7907279133796692,0.8069143891334534,0.01618647575378418,0.1491013467311859,0.13020332157611847,-0.018898025155067444
